model,runs,param_count,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,val_macro_f1_mean,val_macro_f1_std
dtw_clsmin_dba,1,36323,0.8878048780487805,0.0,0.877086326959213,0.0,0.9171780789527423,0.0
dtw_clsmin_mean,1,36323,0.8780487804878049,0.0,0.8742667314859829,0.0,0.9294488365573311,0.0
dtw_multi_quantile_K1,1,38115,0.9170731707317074,0.0,0.9170232120034715,0.0,0.9457470828194668,0.0
dtw_multi_quantile_K2,1,40803,0.9414634146341463,0.0,0.9382149673411809,0.0,0.9565503665490089,0.0
dtw_multi_quantile_K3,1,43491,0.8439024390243902,0.0,0.8175845675111005,0.0,0.8981029810298103,0.0
dtw_multi_quantile_K4,1,46179,0.9512195121951219,0.0,0.950131015428947,0.0,0.9610748574278912,0.0
dtw_random_pool_K2,1,40803,0.9121951219512195,0.0,0.9006568144499179,0.0,0.9238829333080352,0.0
linear_fixed_cnn,1,36323,0.8439024390243902,0.0,0.8295972857257204,0.0,0.9141521445250093,0.0
