model,runs,param_count,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,val_macro_f1_mean,val_macro_f1_std
fixed_cnn_1d,1,36323,0.9219512195121952,0.0,0.9204073067581247,0.0,0.9495758339252448,0.0
lstm_h32,1,13411,0.775609756097561,0.0,0.7379293535060216,0.0,0.8261928595261928,0.0
lstm_h64,1,51395,0.8097560975609757,0.0,0.8026907882297917,0.0,0.8414448007848611,0.0
