experiment,validation_type,preset,oversample,run_id,seed,model,param_count,best_epoch,val_acc,val_macro_f1,test_acc,test_macro_f1
additional_models,stratified_random,paper_fair,0,0,42,transformer_d64,83971,54,0.9609756097560975,0.9608994708994709,0.9219512195121952,0.918061533556512
