experiment,validation_type,run_id,seed,model,true_class,pred_small,pred_medium,pred_large
additional_models,stratified_random,0,42,transformer_d64,0,97,6,0
additional_models,stratified_random,0,42,transformer_d64,1,5,52,4
additional_models,stratified_random,0,42,transformer_d64,2,0,1,40
