model,runs,param_count,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,val_macro_f1_mean,val_macro_f1_std
transformer_d64,1,83971,0.9219512195121952,0.0,0.918061533556512,0.0,0.9608994708994709,0.0
