model,runs,param_count,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,val_macro_f1_mean,val_macro_f1_std
masked_lstm_h64,1,51395,0.8146341463414634,0.0,0.7865356419573288,0.0,0.8336341236769597,0.0
