model,runs,param_count,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,val_macro_f1_mean,val_macro_f1_std
fixed_cnn_1d,1,36323,0.8975609756097561,0.0,0.8921011641016481,0.0,0.9247041578093347,0.0
lstm_h32,1,13411,0.7853658536585366,0.0,0.7762615493958777,0.0,0.8403323100661181,0.0
lstm_h64,1,51395,0.8146341463414634,0.0,0.8061895228561896,0.0,0.856308583748449,0.0
