model,runs,param_count,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,val_macro_f1_mean,val_macro_f1_std
masked_cnn_1d,1,36323,0.9170731707317074,0.0,0.9113122754861885,0.0,0.9411299641184697,0.0
