model,runs,param_count,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,val_macro_f1_mean,val_macro_f1_std
resnet1d,1,111171,0.9658536585365853,0.0,0.9622116393763722,0.0,0.9827113641155387,0.0
