model,runs,param_count,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,val_macro_f1_mean,val_macro_f1_std
fixed_cnn_1d,1,36323,0.8682926829268293,0.0,0.8635746606334842,0.0,0.9052796317247603,0.0
lstm_h32,1,13411,0.8097560975609757,0.0,0.7998976383709878,0.0,0.8688164045011662,0.0
lstm_h64,1,51395,0.8097560975609757,0.0,0.7896744904858496,0.0,0.8546579770936851,0.0
