model,runs,param_count,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,val_macro_f1_mean,val_macro_f1_std
fixed_cnn_1d,1,36323,0.8439024390243902,0.0,0.8295972857257204,0.0,0.9141521445250093,0.0
