experiment,validation_type,preset,oversample,run_id,seed,model,param_count,best_epoch,val_acc,val_macro_f1,test_acc,test_macro_f1
baselines_lstm,stratified_random,paper_fair,0,0,42,fixed_cnn_1d,36323,51,0.9170731707317074,0.9141521445250093,0.8439024390243902,0.8295972857257204
