model,runs,param_count,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,val_macro_f1_mean,val_macro_f1_std
fixed_cnn_1d,1,36323,0.9317073170731708,0.0,0.9253403465346536,0.0,0.9455816097795257,0.0
lstm_h32,1,13411,0.8,0.0,0.7884444444444445,0.0,0.8467150254765835,0.0
lstm_h64,1,51395,0.8195121951219512,0.0,0.7993058888456112,0.0,0.8216586019774587,0.0
