experiment,validation_type,run_id,seed,model,class_id,class_name,precision,recall,f1,support
baselines_lstm,stratified_random,0,42,fixed_cnn_1d,0,small,0.9333333333333333,0.9514563106796117,0.9423076923076923,103
baselines_lstm,stratified_random,0,42,fixed_cnn_1d,1,medium,0.8387096774193549,0.8524590163934426,0.8455284552845529,61
baselines_lstm,stratified_random,0,42,fixed_cnn_1d,2,large,0.9473684210526315,0.8780487804878049,0.9113924050632912,41
